"Order.Date","Year","Region","State","Category","Sub.Category","Segment","Ship.Mode","Sales","Profit","Discount","Quantity","Profit_Margin","Loss_Flag"
2012-04-20,2012,"South","Georgia","Technology","Phones","Corporate","Standard Class",288,77.7519,0,3,0.269971875,"Profit"
2012-04-20,2012,"Central","Texas","Office Supplies","Paper","Consumer","Standard Class",117,44.046,0.2,3,0.376461538461538,"Profit"
2012-04-21,2012,"South","Kentucky","Office Supplies","Binders","Consumer","Standard Class",21,9.798,0,3,0.466571428571429,"Profit"
2012-04-21,2012,"South","Kentucky","Furniture","Chairs","Consumer","Standard Class",192,51.8292,0,2,0.26994375,"Profit"
2012-04-21,2012,"South","Kentucky","Furniture","Furnishings","Consumer","Standard Class",210,35.6796,0,3,0.169902857142857,"Profit"
2012-04-21,2012,"South","Kentucky","Technology","Phones","Consumer","Standard Class",470,131.586,0,5,0.279970212765957,"Profit"
2012-04-22,2012,"West","California","Office Supplies","Art","Consumer","Standard Class",64,16.6764,0,3,0.26056875,"Profit"
2012-04-22,2012,"West","California","Technology","Phones","Consumer","Standard Class",89,7.7679,0.2,3,0.0872797752808989,"Profit"
2012-04-24,2012,"East","New York","Office Supplies","Art","Home Office","Standard Class",26,7.5371,0,1,0.289888461538462,"Profit"
2012-04-25,2012,"West","California","Office Supplies","Envelopes","Corporate","Standard Class",21,9.8164,0,2,0.467447619047619,"Profit"
2012-04-25,2012,"East","New York","Office Supplies","Appliances","Consumer","First Class",206,90.8292,0,3,0.440918446601942,"Profit"
2012-04-25,2012,"Central","Wisconsin","Office Supplies","Appliances","Consumer","Standard Class",272,76.272,0,5,0.280411764705882,"Profit"
2012-04-25,2012,"Central","Wisconsin","Office Supplies","Art","Consumer","Standard Class",58,16.17,0,5,0.278793103448276,"Profit"
2012-04-25,2012,"Central","Illinois","Furniture","Chairs","Consumer","Standard Class",128,-23.7822,0.3,3,-0.1857984375,"Loss"
2012-04-25,2012,"Central","Illinois","Office Supplies","Storage","Consumer","Standard Class",221,-55.256,0.2,2,-0.250027149321267,"Loss"
2012-04-25,2012,"West","California","Office Supplies","Binders","Corporate","Second Class",14,4.5318,0.2,3,0.3237,"Profit"
2012-04-26,2012,"West","California","Office Supplies","Art","Corporate","Standard Class",60,15.4752,0,3,0.25792,"Profit"
2012-04-26,2012,"Central","Texas","Furniture","Chairs","Consumer","Standard Class",408,-5.8346,0.3,2,-0.0143004901960784,"Loss"
2012-04-26,2012,"South","Florida","Furniture","Tables","Consumer","Standard Class",192,-76.6062,0.45,1,-0.398990625,"Loss"
2012-04-26,2012,"South","Tennessee","Furniture","Chairs","Consumer","Standard Class",832,-114.3912,0.2,8,-0.137489423076923,"Loss"
2012-04-26,2012,"South","Tennessee","Furniture","Furnishings","Consumer","Standard Class",97,1.213,0.2,2,0.0125051546391753,"Profit"
2012-04-26,2012,"South","Tennessee","Office Supplies","Storage","Consumer","Standard Class",73,-18.196,0.2,1,-0.249260273972603,"Loss"
2012-04-26,2012,"South","Florida","Office Supplies","Art","Consumer","Standard Class",3,0.4264,0.2,1,0.142133333333333,"Profit"
2012-04-26,2012,"West","California","Furniture","Chairs","Corporate","Standard Class",64,6.3936,0.2,3,0.0999,"Profit"
2012-04-26,2012,"West","California","Technology","Phones","Corporate","Standard Class",312,38.997,0.2,3,0.124990384615385,"Profit"
2012-04-26,2012,"West","California","Office Supplies","Binders","Corporate","Standard Class",50,17.6232,0.2,3,0.352464,"Profit"
2012-04-27,2012,"East","District of Columbia","Office Supplies","Art","Consumer","Standard Class",23,8.8686,0,3,0.385591304347826,"Profit"
2012-04-27,2012,"East","District of Columbia","Furniture","Chairs","Consumer","Standard Class",1268,316.8825,0,3,0.249907334384858,"Profit"
2012-04-27,2012,"East","District of Columbia","Technology","Machines","Consumer","Standard Class",1380,648.5624,0,8,0.469972753623188,"Profit"
2012-04-27,2012,"West","Colorado","Office Supplies","Appliances","Home Office","Standard Class",44,3.267,0.2,5,0.07425,"Profit"
2012-04-27,2012,"West","Colorado","Office Supplies","Supplies","Home Office","Standard Class",6,0.73,0.2,2,0.121666666666667,"Profit"
2012-04-28,2012,"Central","Michigan","Office Supplies","Binders","Home Office","First Class",3813,1906.485,0,3,0.499996066089693,"Profit"
2012-04-28,2012,"Central","Texas","Office Supplies","Appliances","Consumer","Standard Class",9,-20.3322,0.8,3,-2.25913333333333,"Loss"
2012-04-28,2012,"Central","Texas","Office Supplies","Binders","Consumer","Standard Class",12,-18.8728,0.8,4,-1.57273333333333,"Loss"
2012-04-28,2012,"Central","Michigan","Office Supplies","Appliances","Home Office","First Class",187,41.496,0.1,1,0.221903743315508,"Profit"
2012-04-28,2012,"Central","Texas","Office Supplies","Storage","Consumer","Standard Class",24,2.6811,0.2,3,0.1117125,"Profit"
2012-04-29,2012,"East","Pennsylvania","Office Supplies","Paper","Home Office","Second Class",8,2.8884,0.2,2,0.36105,"Profit"
2012-04-30,2012,"West","California","Office Supplies","Art","Corporate","Standard Class",35,9.702,0,3,0.2772,"Profit"
2012-04-30,2012,"East","Massachusetts","Office Supplies","Paper","Corporate","Standard Class",6,3.1104,0,1,0.5184,"Profit"
2012-04-30,2012,"East","Massachusetts","Technology","Phones","Corporate","Standard Class",210,58.66,0,10,0.279333333333333,"Profit"
2012-04-30,2012,"East","Massachusetts","Furniture","Furnishings","Corporate","Standard Class",9,3.792,0,1,0.421333333333333,"Profit"
2012-04-30,2012,"East","Massachusetts","Furniture","Furnishings","Corporate","Standard Class",31,13.188,0,5,0.42541935483871,"Profit"
2012-04-30,2012,"East","Massachusetts","Furniture","Furnishings","Corporate","Standard Class",24,10.449,0,5,0.435375,"Profit"
2012-04-30,2012,"Central","Illinois","Furniture","Chairs","Home Office","Standard Class",213,-15.2225,0.3,5,-0.0714671361502347,"Loss"
2012-04-30,2012,"East","Ohio","Technology","Phones","Consumer","Second Class",1023,-255.7425,0.4,5,-0.249992668621701,"Loss"
2012-04-30,2012,"West","California","Technology","Phones","Corporate","Standard Class",20,1.7325,0.2,5,0.086625,"Profit"
2012-05-01,2012,"West","California","Office Supplies","Storage","Consumer","Standard Class",37,10.4496,0,3,0.282421621621622,"Profit"
2012-05-01,2012,"West","California","Office Supplies","Supplies","Consumer","Standard Class",35,10.518,0,2,0.300514285714286,"Profit"
2012-05-01,2012,"South","Florida","Furniture","Furnishings","Corporate","Standard Class",64,14.2992,0.2,3,0.223425,"Profit"
2012-05-01,2012,"South","Florida","Office Supplies","Art","Corporate","Standard Class",173,10.794,0.2,6,0.062393063583815,"Profit"
2012-05-01,2012,"South","Florida","Office Supplies","Supplies","Corporate","Standard Class",41,4.6548,0.2,3,0.113531707317073,"Profit"
2012-05-01,2012,"West","California","Office Supplies","Binders","Consumer","Standard Class",12,4.4138,0.2,1,0.367816666666667,"Profit"
2012-05-01,2012,"West","California","Technology","Phones","Corporate","Standard Class",89,11.094,0.2,3,0.124651685393258,"Profit"
2012-05-02,2012,"Central","Texas","Office Supplies","Labels","Corporate","Standard Class",9,2.9889,0.2,3,0.3321,"Profit"
2012-05-02,2012,"Central","Texas","Technology","Phones","Corporate","Standard Class",158,13.8579,0.2,3,0.0877082278481013,"Profit"
2012-05-03,2012,"West","California","Office Supplies","Art","Consumer","First Class",9,2.5578,0,3,0.2842,"Profit"
2012-05-03,2012,"West","California","Technology","Accessories","Consumer","First Class",340,122.3856,0,4,0.359957647058823,"Profit"
2012-05-03,2012,"West","California","Furniture","Furnishings","Home Office","Standard Class",666,106.5408,0,6,0.159971171171171,"Profit"
2012-05-03,2012,"East","Pennsylvania","Furniture","Chairs","Consumer","Standard Class",844,-36.1764,0.3,6,-0.0428630331753555,"Loss"
2012-05-03,2012,"East","Pennsylvania","Technology","Accessories","Consumer","Standard Class",28,-0.3444,0.2,3,-0.0123,"Loss"
2012-05-03,2012,"East","Pennsylvania","Office Supplies","Appliances","Consumer","Standard Class",18,2.0475,0.2,7,0.11375,"Profit"
2012-05-03,2012,"East","Pennsylvania","Office Supplies","Appliances","Consumer","Standard Class",24,6.5164,0.2,2,0.271516666666667,"Profit"
2012-05-03,2012,"East","Pennsylvania","Office Supplies","Art","Consumer","Standard Class",60,14.2272,0.2,2,0.23712,"Profit"
2012-05-03,2012,"East","Pennsylvania","Office Supplies","Paper","Consumer","Standard Class",8,2.8884,0.2,2,0.36105,"Profit"
2012-05-03,2012,"East","Pennsylvania","Office Supplies","Storage","Consumer","Standard Class",77,-9.594,0.2,3,-0.124597402597403,"Loss"
2012-05-03,2012,"West","California","Office Supplies","Binders","Home Office","First Class",14,5.193,0.2,3,0.370928571428571,"Profit"
2012-05-03,2012,"West","California","Office Supplies","Binders","Consumer","First Class",50,17.3488,0.2,2,0.346976,"Profit"
2012-05-03,2012,"West","California","Office Supplies","Binders","Consumer","First Class",62,21.8736,0.2,2,0.3528,"Profit"
2012-05-04,2012,"Central","Indiana","Office Supplies","Art","Corporate","Standard Class",126,35.2604,0,7,0.279844444444444,"Profit"
2012-05-04,2012,"East","New York","Furniture","Furnishings","Corporate","Second Class",27,12.864,0,2,0.476444444444444,"Profit"
2012-05-04,2012,"Central","Illinois","Furniture","Furnishings","Corporate","First Class",22,-8.9152,0.6,7,-0.405236363636364,"Loss"
2012-05-04,2012,"Central","Texas","Technology","Phones","Corporate","Standard Class",946,118.293,0.2,7,0.125045454545455,"Profit"
2012-05-07,2012,"South","Kentucky","Office Supplies","Paper","Consumer","Standard Class",46,21.0128,0,2,0.4568,"Profit"
2012-05-07,2012,"Central","Texas","Furniture","Tables","Consumer","Standard Class",244,-31.3722,0.3,2,-0.128574590163934,"Loss"
2012-05-07,2012,"Central","Texas","Office Supplies","Paper","Consumer","Standard Class",16,5.3784,0.2,4,0.33615,"Profit"
2012-05-08,2012,"East","New York","Office Supplies","Supplies","Consumer","Standard Class",358,7.1586,0,3,0.0199960893854749,"Profit"
2012-05-08,2012,"East","New York","Office Supplies","Paper","Home Office","First Class",38,18.2112,0,2,0.479242105263158,"Profit"
2012-05-08,2012,"East","New York","Office Supplies","Paper","Consumer","Standard Class",19,9.3312,0,3,0.491115789473684,"Profit"
2012-05-08,2012,"Central","Minnesota","Office Supplies","Binders","Consumer","Standard Class",44,21.99,0,2,0.499772727272727,"Profit"
2012-05-08,2012,"Central","Minnesota","Furniture","Furnishings","Consumer","Standard Class",124,11.1564,0,3,0.0899709677419355,"Profit"
2012-05-08,2012,"Central","Minnesota","Technology","Phones","Consumer","Standard Class",378,105.8316,0,3,0.279977777777778,"Profit"
2012-05-08,2012,"East","New York","Furniture","Furnishings","Consumer","Standard Class",79,30.1872,0,3,0.382116455696203,"Profit"
2012-05-08,2012,"East","New York","Furniture","Chairs","Consumer","Standard Class",128,21.294,0.1,2,0.166359375,"Profit"
2012-05-08,2012,"East","New York","Technology","Copiers","Consumer","Standard Class",2800,1014.9797,0.2,7,0.36249275,"Profit"
2012-05-08,2012,"West","Oregon","Office Supplies","Art","Consumer","Standard Class",5,0.5904,0.2,2,0.11808,"Profit"
2012-05-08,2012,"East","Ohio","Furniture","Furnishings","Corporate","Standard Class",8,1.2528,0.2,6,0.1566,"Profit"
2012-05-09,2012,"South","Kentucky","Office Supplies","Binders","Consumer","Standard Class",49,23.9169,0,3,0.4881,"Profit"
2012-05-10,2012,"Central","Illinois","Office Supplies","Appliances","Home Office","Same Day",71,-191.619,0.8,5,-2.69885915492958,"Loss"
2012-05-10,2012,"West","Colorado","Technology","Accessories","Consumer","Standard Class",47,-2.918,0.2,4,-0.0620851063829787,"Loss"
2012-05-10,2012,"Central","Illinois","Office Supplies","Art","Home Office","Same Day",37,3.6784,0.2,2,0.0994162162162162,"Profit"
2012-05-11,2012,"West","Arizona","Furniture","Chairs","Home Office","Second Class",192,16.7972,0.2,7,0.0874854166666667,"Profit"
2012-05-12,2012,"West","California","Office Supplies","Paper","Consumer","Standard Class",26,11.556,0,6,0.444461538461538,"Profit"
2012-05-12,2012,"West","California","Office Supplies","Paper","Consumer","Standard Class",13,5.778,0,3,0.444461538461538,"Profit"
2012-05-12,2012,"East","New York","Office Supplies","Storage","Consumer","Second Class",37,9.8901,0,3,0.2673,"Profit"
2012-05-12,2012,"Central","Texas","Furniture","Furnishings","Consumer","Standard Class",22,-15.9268,0.6,4,-0.723945454545455,"Loss"
2012-05-12,2012,"West","Washington","Office Supplies","Binders","Consumer","Standard Class",15,4.9248,0.2,3,0.32832,"Profit"
2012-05-12,2012,"West","Colorado","Technology","Phones","Consumer","Standard Class",202,20.1584,0.2,2,0.0997940594059406,"Profit"
2012-05-12,2012,"Central","Texas","Office Supplies","Paper","Consumer","Standard Class",128,41.5688,0.2,7,0.32475625,"Profit"
2012-05-12,2012,"Central","Texas","Technology","Phones","Consumer","Standard Class",619,69.6546,0.2,6,0.112527625201939,"Profit"
2012-05-13,2012,"Central","Illinois","Technology","Phones","Home Office","Second Class",222,16.6788,0.2,2,0.0751297297297297,"Profit"
2012-05-13,2012,"Central","Illinois","Office Supplies","Fasteners","Home Office","Second Class",16,5.6,0.2,4,0.35,"Profit"
2012-05-14,2012,"West","California","Office Supplies","Storage","Consumer","Standard Class",1118,55.896,0,4,0.0499964221824687,"Profit"
2012-05-14,2012,"West","California","Furniture","Furnishings","Corporate","Standard Class",123,34.4148,0,3,0.27979512195122,"Profit"
2012-05-14,2012,"East","Pennsylvania","Office Supplies","Binders","Home Office","First Class",19,-13.6312,0.7,2,-0.717431578947368,"Loss"
2012-05-14,2012,"East","Pennsylvania","Office Supplies","Binders","Home Office","First Class",5,-3.4272,0.7,3,-0.68544,"Loss"
2012-05-14,2012,"West","California","Furniture","Bookcases","Corporate","Standard Class",510,41.9965,0.15,5,0.0823460784313725,"Profit"
2012-05-14,2012,"East","Pennsylvania","Office Supplies","Art","Home Office","First Class",3,0.8088,0.2,1,0.2696,"Profit"
2012-05-14,2012,"East","Pennsylvania","Office Supplies","Art","Home Office","First Class",198,17.3488,0.2,8,0.087620202020202,"Profit"
2012-05-14,2012,"East","Pennsylvania","Office Supplies","Envelopes","Home Office","First Class",201,62.8075,0.2,7,0.312475124378109,"Profit"
2012-05-14,2012,"East","Pennsylvania","Office Supplies","Labels","Home Office","First Class",98,31.7512,0.2,4,0.323991836734694,"Profit"
2012-05-14,2012,"East","Pennsylvania","Office Supplies","Labels","Home Office","First Class",47,17.76,0.2,4,0.377872340425532,"Profit"
2012-05-14,2012,"West","California","Furniture","Chairs","Corporate","Standard Class",722,81.2646,0.2,3,0.112554847645429,"Profit"
2012-05-14,2012,"West","California","Furniture","Chairs","Corporate","Standard Class",98,-6.098,0.2,2,-0.0622244897959184,"Loss"
2012-05-15,2012,"South","Georgia","Office Supplies","Envelopes","Corporate","Second Class",18,8.7906,0,3,0.488366666666667,"Profit"
2012-05-15,2012,"East","Pennsylvania","Office Supplies","Storage","Corporate","Standard Class",52,-10.3936,0.2,2,-0.199876923076923,"Loss"
2012-05-16,2012,"South","Florida","Technology","Accessories","Home Office","Same Day",256,31.996,0.2,4,0.124984375,"Profit"
2012-05-17,2012,"East","New York","Office Supplies","Labels","Consumer","Standard Class",32,15.12,0,10,0.4725,"Profit"
2012-05-17,2012,"East","New York","Office Supplies","Supplies","Consumer","Standard Class",56,16.124,0,4,0.287928571428571,"Profit"
2012-05-17,2012,"Central","Texas","Office Supplies","Binders","Corporate","Standard Class",33,-49.92,0.8,5,-1.51272727272727,"Loss"
2012-05-17,2012,"Central","Texas","Office Supplies","Paper","Corporate","Standard Class",14,4.9308,0.2,3,0.3522,"Profit"
2012-05-18,2012,"West","California","Office Supplies","Paper","Corporate","Standard Class",11,5.3214,0,2,0.483763636363636,"Profit"
2012-05-20,2012,"South","North Carolina","Office Supplies","Binders","Consumer","Standard Class",6,-4.9128,0.7,4,-0.8188,"Loss"
2012-05-20,2012,"South","North Carolina","Furniture","Furnishings","Consumer","Standard Class",163,20.392,0.2,4,0.125104294478528,"Profit"
2012-05-21,2012,"East","Pennsylvania","Office Supplies","Binders","Corporate","Standard Class",25,-18.0312,0.7,2,-0.721248,"Loss"
2012-05-21,2012,"Central","Illinois","Office Supplies","Appliances","Consumer","Standard Class",21,-52.9584,0.8,8,-2.52182857142857,"Loss"
2012-05-21,2012,"West","Washington","Office Supplies","Binders","Corporate","Standard Class",27,8.7672,0.2,4,0.324711111111111,"Profit"
2012-05-22,2012,"West","California","Office Supplies","Labels","Consumer","Standard Class",8,3.7996,0,2,0.47495,"Profit"
2012-05-22,2012,"West","California","Office Supplies","Storage","Consumer","Standard Class",105,29.3412,0,7,0.27944,"Profit"
2012-05-22,2012,"West","California","Technology","Machines","Consumer","Standard Class",2973,334.4985,0.2,7,0.112512108980827,"Profit"
2012-05-22,2012,"West","California","Technology","Phones","Consumer","Standard Class",776,58.1796,0.2,6,0.0749737113402062,"Profit"
2012-05-23,2012,"East","Rhode Island","Office Supplies","Storage","Corporate","Standard Class",51,13.8915,0,3,0.272382352941176,"Profit"
2012-05-23,2012,"South","South Carolina","Office Supplies","Envelopes","Corporate","Standard Class",187,87.7443,0,3,0.469220855614973,"Profit"
2012-05-23,2012,"Central","Michigan","Furniture","Furnishings","Home Office","Second Class",75,19.5858,0,9,0.261144,"Profit"
2012-05-23,2012,"Central","Michigan","Office Supplies","Appliances","Home Office","Second Class",851,245.7,0.1,5,0.288719153936545,"Profit"
2012-05-23,2012,"West","Arizona","Office Supplies","Binders","Consumer","Standard Class",19,-12.796,0.7,7,-0.673473684210526,"Loss"
2012-05-23,2012,"West","Arizona","Office Supplies","Appliances","Consumer","Standard Class",122,13.7016,0.2,4,0.112308196721311,"Profit"
2012-05-24,2012,"Central","Illinois","Furniture","Chairs","Consumer","Second Class",603,-163.5767,0.3,7,-0.271271475953565,"Loss"
2012-05-24,2012,"Central","Illinois","Office Supplies","Binders","Consumer","Second Class",8,-13.0152,0.8,6,-1.6269,"Loss"
2012-05-25,2012,"Central","Kansas","Office Supplies","Art","Home Office","Second Class",21,8.0712,0,3,0.384342857142857,"Profit"
2012-05-25,2012,"Central","Kansas","Office Supplies","Binders","Home Office","Second Class",128,60.1412,0,2,0.469853125,"Profit"
2012-05-25,2012,"West","California","Furniture","Furnishings","Home Office","Second Class",15,4.8609,0,3,0.32406,"Profit"
2012-05-25,2012,"South","Tennessee","Technology","Phones","Corporate","Second Class",467,58.38,0.2,4,0.125010706638116,"Profit"
2012-05-25,2012,"West","Colorado","Office Supplies","Appliances","Consumer","Standard Class",846,84.5728,0.2,13,0.0999678486997636,"Profit"
2012-05-25,2012,"Central","Texas","Office Supplies","Paper","Corporate","First Class",32,11.7334,0.2,7,0.36666875,"Profit"
2012-05-25,2012,"Central","Texas","Office Supplies","Supplies","Corporate","First Class",22,1.6776,0.2,2,0.0762545454545454,"Profit"
2012-05-25,2012,"Central","Texas","Technology","Accessories","Corporate","First Class",208,36.3972,0.2,2,0.174986538461538,"Profit"
2012-05-26,2012,"West","Washington","Furniture","Furnishings","Consumer","Standard Class",20,7.8936,0,1,0.39468,"Profit"
2012-05-26,2012,"Central","Texas","Furniture","Chairs","Consumer","Second Class",105,-4.497,0.3,5,-0.0428285714285714,"Loss"
2012-05-26,2012,"Central","Texas","Furniture","Chairs","Consumer","Second Class",106,-28.6862,0.3,1,-0.270624528301887,"Loss"
2012-05-26,2012,"Central","Texas","Technology","Machines","Consumer","Second Class",400,-79.908,0.4,2,-0.19977,"Loss"
2012-05-26,2012,"South","North Carolina","Office Supplies","Envelopes","Home Office","Second Class",12,4.4312,0.2,2,0.369266666666667,"Profit"
2012-05-26,2012,"South","North Carolina","Office Supplies","Paper","Home Office","Second Class",154,53.8048,0.2,4,0.349381818181818,"Profit"
2012-05-26,2012,"South","North Carolina","Office Supplies","Paper","Home Office","Second Class",18,5.9384,0.2,1,0.329911111111111,"Profit"
2012-05-26,2012,"South","North Carolina","Technology","Accessories","Home Office","Second Class",168,50.3832,0.2,7,0.2999,"Profit"
2012-05-28,2012,"East","New York","Office Supplies","Art","Consumer","Standard Class",48,14.346,0,3,0.298875,"Profit"
2012-05-28,2012,"East","New York","Office Supplies","Labels","Consumer","Standard Class",13,6.003,0,5,0.461769230769231,"Profit"
2012-05-28,2012,"East","New York","Office Supplies","Paper","Consumer","Standard Class",45,21.7728,0,7,0.48384,"Profit"
2012-05-28,2012,"East","New York","Office Supplies","Storage","Consumer","Standard Class",535,160.623,0,3,0.300229906542056,"Profit"
2012-05-28,2012,"West","Washington","Office Supplies","Art","Home Office","Standard Class",7,1.7901,0,3,0.255728571428571,"Profit"
2012-05-28,2012,"East","Connecticut","Office Supplies","Storage","Consumer","Standard Class",16,2.436,0,1,0.15225,"Profit"
2012-05-28,2012,"East","Connecticut","Office Supplies","Storage","Consumer","Standard Class",78,21.714,0,5,0.278384615384615,"Profit"
2012-05-28,2012,"East","New York","Technology","Phones","Consumer","Standard Class",46,13.3371,0,1,0.289936956521739,"Profit"
2012-05-28,2012,"East","New York","Office Supplies","Binders","Consumer","Standard Class",6,2.0574,0.2,2,0.3429,"Profit"
2012-05-29,2012,"West","Washington","Office Supplies","Paper","Consumer","Standard Class",32,15.552,0,5,0.486,"Profit"
2012-05-29,2012,"West","Washington","Office Supplies","Storage","Consumer","Standard Class",541,140.5482,0,3,0.259793345656192,"Profit"
2012-05-29,2012,"Central","Indiana","Office Supplies","Labels","Consumer","Standard Class",12,5.6994,0,3,0.47495,"Profit"
2012-05-29,2012,"East","Ohio","Furniture","Chairs","Corporate","First Class",317,-86.0586,0.3,3,-0.271478233438486,"Loss"
2012-05-29,2012,"West","Washington","Office Supplies","Binders","Consumer","Standard Class",168,62.91,0.2,5,0.374464285714286,"Profit"
2012-05-29,2012,"East","Ohio","Office Supplies","Paper","Home Office","First Class",85,28.7064,0.2,3,0.337722352941176,"Profit"
2012-05-29,2012,"East","Ohio","Furniture","Furnishings","Corporate","First Class",42,-4.1568,0.2,4,-0.0989714285714286,"Loss"
2012-05-29,2012,"East","Ohio","Office Supplies","Fasteners","Corporate","First Class",8,2.9145,0.2,5,0.3643125,"Profit"
2012-05-30,2012,"East","New York","Office Supplies","Appliances","Consumer","First Class",160,44.8896,0,2,0.28056,"Profit"
2012-05-30,2012,"South","Virginia","Technology","Accessories","Home Office","Standard Class",152,36.4704,0,4,0.239936842105263,"Profit"
2012-05-30,2012,"East","New York","Technology","Phones","Consumer","First Class",129,3.8655,0,3,0.0299651162790698,"Profit"
2012-05-30,2012,"East","New York","Technology","Phones","Consumer","First Class",240,2.3997,0,3,0.00999875,"Profit"
2012-05-31,2012,"West","California","Office Supplies","Storage","Corporate","First Class",81,21.0288,0,6,0.259614814814815,"Profit"
2012-05-31,2012,"West","California","Office Supplies","Paper","Corporate","First Class",58,26.271,0,7,0.452948275862069,"Profit"
2012-05-31,2012,"West","California","Office Supplies","Paper","Corporate","First Class",106,48.5392,0,4,0.457916981132075,"Profit"
2012-05-31,2012,"East","New York","Office Supplies","Fasteners","Home Office","Second Class",8,0.3024,0,6,0.0378,"Profit"
2012-05-31,2012,"West","Utah","Office Supplies","Labels","Consumer","Standard Class",16,7.56,0,5,0.4725,"Profit"
2012-05-31,2012,"West","Utah","Office Supplies","Storage","Consumer","Standard Class",323,61.389,0,2,0.190058823529412,"Profit"
2012-05-31,2012,"East","New Jersey","Office Supplies","Paper","Corporate","Second Class",275,134.652,0,5,0.489643636363636,"Profit"
2012-05-31,2012,"East","New Jersey","Office Supplies","Storage","Corporate","Second Class",62,16.7886,0,1,0.270783870967742,"Profit"
2012-05-31,2012,"West","Utah","Furniture","Bookcases","Consumer","Standard Class",1407,140.686,0,7,0.0999900497512438,"Profit"
2012-05-31,2012,"East","New Jersey","Furniture","Furnishings","Corporate","Second Class",8,2.9808,0,2,0.3726,"Profit"
2012-05-31,2012,"East","Connecticut","Furniture","Furnishings","Home Office","Standard Class",22,9.102,0,6,0.413727272727273,"Profit"
2012-05-31,2012,"Central","Minnesota","Furniture","Chairs","Consumer","Standard Class",2568,770.352,0,8,0.299981308411215,"Profit"
2012-05-31,2012,"Central","Illinois","Furniture","Furnishings","Corporate","Second Class",52,-61.872,0.6,2,-1.18984615384615,"Loss"
2012-05-31,2012,"Central","Illinois","Office Supplies","Binders","Corporate","Second Class",4,-6.237,0.8,3,-1.55925,"Loss"
2012-05-31,2012,"South","North Carolina","Office Supplies","Art","Consumer","Same Day",10,1.1556,0.2,3,0.11556,"Profit"
2012-05-31,2012,"Central","Illinois","Office Supplies","Labels","Corporate","Second Class",6,1.9926,0.2,2,0.3321,"Profit"
2012-05-31,2012,"Central","Illinois","Office Supplies","Paper","Corporate","Second Class",173,54.215,0.2,7,0.313381502890173,"Profit"
2012-06-01,2012,"West","California","Office Supplies","Paper","Home Office","Standard Class",12,5.7624,0,2,0.4802,"Profit"
2012-06-01,2012,"Central","Michigan","Office Supplies","Binders","Consumer","Standard Class",404,181.656,0,6,0.449643564356436,"Profit"
2012-06-01,2012,"Central","Michigan","Office Supplies","Labels","Consumer","Standard Class",29,13.2986,0,7,0.458572413793103,"Profit"
2012-06-01,2012,"Central","Michigan","Technology","Phones","Consumer","Standard Class",42,11.732,0,2,0.279333333333333,"Profit"
2012-06-01,2012,"Central","Michigan","Technology","Phones","Consumer","Standard Class",300,83.9944,0,2,0.279981333333333,"Profit"
2012-06-01,2012,"Central","Texas","Office Supplies","Binders","Corporate","Standard Class",6,-9.1648,0.8,8,-1.52746666666667,"Loss"
2012-06-01,2012,"Central","Texas","Office Supplies","Paper","Corporate","Standard Class",42,13.2,0.2,10,0.314285714285714,"Profit"
2012-06-04,2012,"East","New York","Office Supplies","Paper","Home Office","Second Class",30,14.3068,0,4,0.476893333333333,"Profit"
2012-06-04,2012,"West","Washington","Office Supplies","Art","Consumer","Same Day",9,3.0558,0,2,0.339533333333333,"Profit"
2012-06-04,2012,"West","Washington","Office Supplies","Labels","Consumer","Same Day",7,3.4686,0,2,0.495514285714286,"Profit"
2012-06-04,2012,"East","New York","Furniture","Furnishings","Home Office","Second Class",35,11.9952,0,3,0.34272,"Profit"
2012-06-04,2012,"West","California","Technology","Accessories","Consumer","Second Class",120,35.994,0,2,0.29995,"Profit"
2012-06-04,2012,"West","California","Technology","Accessories","Consumer","Second Class",990,395.988,0,3,0.399987878787879,"Profit"
2012-06-05,2012,"Central","Missouri","Office Supplies","Paper","Corporate","Standard Class",11,4.752,0,2,0.432,"Profit"
2012-06-05,2012,"East","New York","Furniture","Chairs","Corporate","Standard Class",1523,169.182,0.1,9,0.111084701247538,"Profit"
2012-06-07,2012,"East","Pennsylvania","Office Supplies","Binders","Home Office","Standard Class",18,-12.208,0.7,4,-0.678222222222222,"Loss"
2012-06-07,2012,"East","Pennsylvania","Office Supplies","Art","Home Office","Standard Class",8,1.002,0.2,3,0.12525,"Profit"
2012-06-07,2012,"East","Pennsylvania","Office Supplies","Paper","Home Office","Standard Class",26,9.072,0.2,5,0.348923076923077,"Profit"
2012-06-07,2012,"West","California","Office Supplies","Binders","Corporate","Second Class",8,2.632,0.2,5,0.329,"Profit"
2012-06-08,2012,"Central","Illinois","Office Supplies","Appliances","Consumer","Standard Class",143,-393.602,0.8,2,-2.75246153846154,"Loss"
2012-06-08,2012,"South","Florida","Office Supplies","Binders","Corporate","Standard Class",18,-13.3936,0.7,2,-0.744088888888889,"Loss"
2012-06-08,2012,"Central","Illinois","Technology","Accessories","Consumer","Standard Class",2,0.7425,0.2,3,0.37125,"Profit"
2012-06-08,2012,"South","Florida","Furniture","Furnishings","Corporate","Standard Class",173,45.4671,0.2,7,0.262815606936416,"Profit"
2012-06-08,2012,"South","Florida","Office Supplies","Art","Corporate","Standard Class",4,0.3336,0.2,2,0.0834,"Profit"
2012-06-08,2012,"South","Florida","Office Supplies","Labels","Corporate","Standard Class",9,3.15,0.2,3,0.35,"Profit"
